ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
3695,64,9,57,26283,4,3.58,2,53,1,0,0,0,0
3696,43,19,182,50857,1,8.71,3,95,1,0,1,1,1
3697,46,0,113,61772,4,7.87,1,256,0,1,1,0,1
3698,64,12,72,69670,4,2.31,3,203,1,0,1,0,0
3699,62,0,57,83133,4,1.95,1,210,1,1,0,1,0
3700,24,4,62,41261,2,3.8,3,125,1,1,0,1,0
3701,30,15,122,67154,2,4.42,1,6,1,0,1,0,0
3702,49,14,133,16107,4,9.35,2,124,0,0,1,0,1
3703,44,27,23,45561,4,3.37,3,270,0,0,0,1,0
3704,59,30,24,86674,1,8.74,1,107,0,1,1,1,1
3705,49,22,87,45268,4,5.3,1,259,1,1,0,0,1
3706,51,16,142,41608,4,8.91,1,69,0,1,1,0,1
3707,25,33,192,23138,4,7.17,2,37,1,1,1,0,1
3708,35,12,99,47693,4,7.23,3,174,0,0,1,1,0
3709,32,13,172,93000,2,5.43,1,187,0,1,0,1,1
3710,58,10,30,31248,4,8.48,2,226,1,0,1,0,0
3711,31,27,176,28632,3,2.92,2,257,0,1,1,1,1
3712,49,31,181,57547,4,9.12,2,196,1,1,0,0,1
3713,56,34,161,22100,2,6.55,2,7,0,0,0,0,1
3714,23,30,139,57930,3,4.67,2,50,1,0,0,1,0
3715,54,16,171,76861,3,9.83,2,221,1,1,0,1,1
3716,47,8,186,86905,4,8.69,2,18,1,0,0,1,1
3717,51,9,45,63025,4,7.83,3,246,1,1,0,0,1
3718,29,7,190,85876,2,3.1,3,30,0,1,0,1,1
3719,25,20,55,88944,3,9.75,2,79,1,1,0,1,1
3720,42,12,186,60840,3,7.56,1,21,0,1,1,1,1
3721,42,4,163,29369,2,6.25,1,288,1,0,1,0,1
3722,52,5,141,28460,4,9.26,1,241,1,0,1,0,1
3723,57,29,78,11461,1,2.04,2,213,1,0,1,0,0
3724,57,30,115,52362,1,1.82,1,199,1,0,0,1,0
3725,61,16,25,38610,3,5.86,3,164,0,1,0,0,1
3726,49,10,117,30995,3,1.04,3,139,0,1,0,0,1
3727,48,19,75,94716,4,6.81,3,284,1,0,0,0,0
3728,36,8,155,17717,1,2.79,3,12,0,0,0,1,0
3729,39,1,113,88867,3,1.63,2,25,0,0,1,0,0
3730,40,36,46,89472,4,4.39,3,21,1,1,1,0,0
3731,51,0,174,74022,1,4.93,1,75,0,0,0,0,0
3732,42,3,139,63668,2,2.12,1,91,1,1,1,1,1
3733,49,35,193,61645,3,0.89,3,265,1,0,0,0,0
3734,40,24,188,39550,2,4.43,3,47,0,0,0,0,0
3735,26,2,44,96151,1,7.72,3,169,0,1,1,0,1
3736,23,8,105,13576,4,8.8,1,244,1,1,1,1,1
3737,23,21,165,50868,4,1.43,1,227,1,0,0,1,0
3738,48,22,31,56380,1,5.48,3,186,1,0,1,0,0
3739,42,11,106,15728,2,3.0,1,167,0,1,0,0,1
3740,45,9,198,42800,4,4.06,1,202,1,1,0,0,1
3741,32,33,128,20886,3,9.37,2,5,1,1,1,1,1
3742,33,9,186,89614,2,3.84,3,131,1,1,0,1,1
3743,63,29,108,79909,2,3.97,3,244,1,1,0,1,1
3744,63,21,29,57236,3,2.49,2,90,1,0,1,1,0
3745,27,5,93,55805,1,9.62,2,125,0,1,0,0,1
3746,23,1,96,42532,4,4.84,1,241,0,0,0,0,0
3747,39,29,73,38688,2,5.92,2,248,0,1,1,1,1
3748,44,1,176,21063,4,4.81,3,6,0,1,1,1,1
3749,56,31,121,33089,4,2.9,3,87,0,0,1,1,0
3750,63,15,188,65942,2,8.2,3,85,1,0,0,0,1
3751,51,11,156,61829,1,0.77,1,144,0,1,0,1,1
3752,26,0,184,60553,2,7.06,1,197,1,1,1,1,1
3753,27,7,161,43585,1,6.15,3,163,0,1,1,1,1
3754,33,12,120,81739,3,1.87,3,144,0,0,0,1,0
3755,43,14,92,69004,1,2.08,1,0,1,0,1,1,0
3756,57,7,91,12438,1,6.76,1,119,0,1,0,0,1
3757,34,9,186,33212,2,3.47,2,66,0,0,0,1,0
3758,48,4,187,60362,4,3.02,1,48,1,1,1,1,1
3759,41,18,73,82177,4,1.06,1,286,0,0,0,0,0
3760,29,37,22,26983,1,7.78,3,23,0,1,1,1,1
3761,29,10,130,24026,1,8.89,3,210,0,1,0,1,1
3762,48,19,180,60998,2,8.29,3,292,1,1,0,1,1
3763,62,19,115,65744,1,4.93,2,62,0,0,0,0,0
3764,27,20,90,67013,2,5.57,1,55,0,1,1,1,1
3765,43,17,38,61039,3,2.8,2,17,1,1,0,0,0
3766,36,9,53,59831,1,2.14,1,76,0,0,0,0,0
3767,26,33,69,95172,3,8.32,1,259,1,0,1,1,0
3768,45,25,194,44603,1,8.08,3,120,1,1,1,0,1
3769,64,29,65,87758,1,7.88,1,183,1,1,0,1,1
3770,42,8,102,77713,3,4.9,2,47,1,1,1,0,1
3771,37,30,70,23105,3,8.71,3,146,0,1,0,0,1
3772,51,3,73,77182,2,9.3,2,281,0,0,0,0,0
3773,30,5,109,62147,2,3.62,2,293,1,1,0,1,1
3774,63,13,100,85400,3,2.63,3,79,0,0,0,1,0
3775,41,3,137,56434,1,4.91,1,235,0,1,0,0,1
3776,61,25,175,36515,2,2.2,2,228,0,1,0,1,1
3777,50,38,38,99298,1,8.9,1,283,1,1,1,0,1
3778,49,16,46,68001,4,3.71,3,60,0,0,0,1,0
3779,26,18,195,68397,2,5.97,1,219,1,0,0,0,1
3780,37,5,166,71415,2,6.15,1,88,1,0,1,1,1
3781,57,28,198,26960,2,5.39,3,263,0,1,0,0,1
3782,59,10,26,91838,4,1.99,1,227,0,0,0,1,0
3783,23,15,176,55778,3,9.91,2,102,1,1,0,1,1
3784,25,29,190,40941,1,2.14,2,87,1,1,0,1,1
3785,46,24,88,50955,4,7.64,2,22,1,1,1,1,1
3786,49,39,113,88565,3,8.02,1,292,0,1,0,1,1
3787,62,10,132,66908,2,1.88,2,266,1,1,1,0,1
3788,58,6,126,74067,3,9.37,1,16,0,1,1,0,1
3789,56,25,139,65696,3,5.13,1,284,0,1,1,1,1
3790,51,21,155,28429,3,6.47,1,161,0,1,0,1,1
3791,46,24,189,86676,1,6.6,1,77,0,0,0,0,1
3792,46,18,61,24847,3,5.3,3,121,1,1,1,1,1
3793,64,30,32,57191,3,1.85,2,111,1,0,1,1,0
3794,26,25,173,44256,3,7.64,2,238,1,1,0,1,1
3795,25,35,37,38774,3,6.03,1,209,1,1,0,1,1
3796,56,22,61,19127,4,1.63,3,1,1,1,0,0,0
3797,45,12,70,38205,4,7.15,1,202,1,1,0,1,1
3798,45,24,132,91163,3,7.18,2,286,1,0,0,0,1
3799,27,1,163,68764,3,5.71,2,116,0,0,1,0,1
3800,53,1,120,48664,3,1.36,3,299,1,0,1,0,0
3801,63,15,22,66795,2,3.85,1,113,0,0,1,0,0
3802,28,8,98,42333,3,0.98,3,73,0,0,0,1,0
3803,59,27,117,46079,3,5.04,1,240,1,0,1,0,1
3804,32,12,192,94225,4,9.11,3,53,1,1,0,1,1
3805,62,34,169,34259,4,0.52,2,158,1,1,1,1,1
3806,29,12,42,36571,4,3.03,3,108,1,0,0,0,0
3807,61,30,78,61119,1,8.1,2,279,0,0,1,0,0
3808,60,20,132,18009,2,0.59,2,152,0,0,1,1,0
3809,43,31,87,71829,3,0.6,1,162,0,1,0,1,0
3810,42,33,73,48230,4,6.3,3,56,0,1,0,0,1
3811,25,7,76,66049,1,8.0,3,213,1,1,1,0,1
3812,44,1,170,46498,3,7.88,3,27,0,1,1,1,1
3813,26,37,130,38820,3,7.91,3,203,0,1,0,0,1
3814,50,31,79,50315,4,3.93,1,32,1,0,0,0,0
3815,34,39,92,42795,3,8.89,1,121,1,1,0,1,1
3816,60,27,74,95411,3,0.62,1,15,1,0,1,1,0
3817,58,36,136,49191,3,3.47,2,153,0,1,1,1,1
3818,63,0,82,64453,4,3.7,2,217,1,0,0,1,0
3819,27,9,74,22453,1,2.07,2,104,1,1,1,1,0
3820,35,3,44,60325,3,3.69,1,76,0,1,0,1,0
3821,45,34,45,59490,1,6.07,2,86,1,1,1,0,1
3822,52,9,196,84796,3,5.44,3,30,0,1,0,1,1
3823,59,10,82,59993,4,3.53,2,99,1,1,0,1,0
3824,47,13,192,55706,1,7.62,1,154,1,0,1,1,1
3825,49,37,92,52817,4,7.29,1,291,1,1,0,0,1
3826,36,11,98,74544,2,3.17,1,105,1,1,0,0,0
3827,58,16,186,65710,3,3.57,1,229,0,1,1,1,1
3828,61,15,84,60799,2,3.23,3,2,0,1,1,1,0
3829,38,34,88,70964,2,1.72,2,221,0,1,1,0,0
3830,44,1,28,63678,2,7.65,2,120,1,1,1,0,1
3831,43,10,175,81150,3,0.94,1,159,0,1,0,1,1
3832,43,2,192,70438,4,1.93,2,270,0,1,0,0,1
3833,30,28,45,87223,2,1.5,3,193,1,1,0,0,0
3834,38,17,47,71926,1,8.34,1,217,0,0,0,0,0
3835,53,19,59,13801,3,0.92,2,190,0,0,0,1,0
3836,64,13,162,51048,4,6.81,2,251,0,1,1,0,1
3837,32,33,153,50144,4,0.92,2,225,1,1,1,0,1
3838,54,30,46,20148,2,7.97,2,0,0,1,0,1,1
3839,56,39,57,92819,3,9.17,1,132,1,1,1,0,1
3840,31,17,104,29861,2,5.13,1,89,1,1,1,0,1
3841,39,29,83,71717,1,8.14,3,5,0,0,1,0,0
3842,33,24,49,32480,4,7.21,1,243,0,1,1,1,1
3843,54,18,118,28637,4,8.06,2,132,0,0,1,1,1
3844,32,7,150,54621,3,7.78,2,115,1,1,0,1,1
3845,44,27,31,70304,4,2.45,2,72,0,1,1,0,0
3846,39,7,110,57431,3,5.25,3,155,1,1,0,0,1
3847,26,30,49,98921,2,9.62,1,210,0,1,0,0,1
3848,47,2,57,66172,1,3.76,1,68,1,0,0,1,0
3849,43,2,104,35437,3,9.72,1,299,0,0,0,1,1
3850,59,21,79,18149,2,6.04,2,143,1,0,0,0,0
3851,60,16,57,24671,1,4.89,2,198,1,0,1,1,0
3852,23,35,123,33119,4,6.75,2,205,1,0,0,1,1
3853,47,16,162,56117,1,8.25,3,200,0,1,0,0,1
3854,58,13,165,26279,1,4.24,3,238,1,1,0,0,1
3855,39,8,199,78835,1,0.81,2,67,1,0,1,1,0
3856,63,29,48,14803,4,7.23,3,170,1,1,1,1,1
3857,46,20,131,92897,3,9.58,3,296,0,1,1,1,1
3858,24,11,40,70805,3,6.44,3,69,1,1,1,0,1
3859,62,36,164,28201,1,2.29,1,286,1,0,0,1,0
3860,37,31,165,38634,2,2.86,3,16,0,0,0,0,0
3861,54,10,138,24760,2,9.14,2,136,1,0,0,1,1
3862,61,19,184,20826,1,0.63,1,218,0,0,0,1,0
3863,28,34,79,96821,1,5.71,3,5,0,1,0,0,1
3864,23,10,185,55775,2,2.01,2,197,0,1,1,0,1
3865,45,7,159,84676,1,3.19,3,131,0,1,0,1,1
3866,61,3,132,16798,1,3.42,2,183,1,1,1,1,1
3867,39,26,148,76103,3,2.58,2,17,0,1,0,0,1
3868,56,39,77,87160,3,8.03,3,212,1,1,1,1,1
3869,63,37,22,87751,1,3.66,3,47,0,0,1,0,0
3870,51,29,168,83502,1,3.78,1,28,1,1,1,0,1
3871,31,26,42,61410,4,4.8,3,152,1,1,0,1,0
3872,35,20,156,50888,3,9.07,2,237,1,1,1,0,1
3873,28,19,102,59047,1,7.04,1,264,1,1,0,0,1
3874,28,3,74,55955,4,1.09,2,198,1,1,0,1,0
3875,42,10,129,11982,4,0.87,2,13,0,0,1,1,0
3876,25,12,135,43864,4,5.88,3,275,1,1,1,1,1
3877,39,8,166,89118,4,8.93,2,9,1,1,1,1,1
3878,34,3,81,95490,3,3.57,3,138,1,0,1,1,0
3879,23,11,106,49265,4,2.85,2,166,0,0,0,1,0
3880,39,8,186,56313,3,7.61,1,146,0,1,0,1,1
3881,25,12,119,54350,4,6.22,3,244,0,1,0,1,1
3882,48,25,46,25378,4,5.87,1,69,0,0,1,1,0
3883,37,37,193,79815,2,1.92,3,103,0,1,1,0,1
3884,58,12,53,37924,3,2.17,1,228,0,0,1,1,0
3885,54,38,52,92593,2,3.18,3,137,1,0,1,0,0
3886,54,27,111,17312,2,2.46,1,35,0,0,0,1,0
3887,26,18,115,40353,4,9.73,1,117,1,1,0,1,1
3888,40,23,197,96450,3,0.68,3,254,1,0,0,0,0
3889,41,18,167,26192,1,6.45,3,19,1,0,1,0,1
3890,57,12,187,27450,4,5.42,2,297,1,1,1,0,1
3891,62,12,114,15432,3,3.57,2,20,1,0,1,0,0
3892,36,27,178,67225,2,8.93,3,255,1,0,1,1,1
3893,55,1,57,88711,3,6.87,3,247,0,1,1,1,1
3894,36,9,192,75604,4,9.98,1,165,1,1,0,1,1
3895,56,21,60,20295,3,2.1,1,254,0,1,1,1,0
3896,26,12,156,16774,2,1.33,2,77,1,1,0,1,1
3897,46,8,156,22190,3,1.82,2,279,1,1,1,1,1
3898,51,32,98,41286,3,3.06,2,281,1,1,0,0,0
3899,41,13,147,86325,2,4.46,1,33,1,1,1,1,1
3900,28,19,41,82427,4,8.69,1,98,0,1,1,0,1
3901,55,14,35,97513,1,3.19,1,142,0,1,0,1,0
3902,62,31,51,74014,2,9.19,2,54,0,1,1,1,1
3903,41,32,161,85852,2,4.9,3,2,0,1,1,0,1
3904,23,16,57,65256,4,6.65,2,218,1,1,1,1,1
3905,27,23,117,68630,4,3.01,1,210,1,1,0,1,1
3906,49,29,155,72771,3,1.98,2,148,0,1,1,0,1
3907,38,12,40,61715,2,8.76,2,231,1,0,1,0,0
3908,28,15,75,17466,3,1.54,2,87,1,1,1,1,0
3909,62,1,65,27637,3,7.85,2,210,0,1,1,0,1
3910,35,16,62,78745,4,6.02,1,222,0,0,1,0,0
3911,57,31,139,46317,4,8.68,2,295,1,0,0,0,1
3912,41,7,65,59766,3,7.32,1,147,0,0,0,1,0
3913,34,2,67,13078,2,3.18,2,206,1,1,0,0,0
3914,38,11,103,37299,2,5.96,1,226,1,0,0,1,1
3915,32,19,50,13543,3,0.62,3,183,1,1,1,0,0
3916,47,15,180,61052,1,5.01,1,40,1,1,1,0,1
3917,42,13,191,32064,1,1.32,1,181,1,0,0,0,0
3918,53,15,90,82287,4,4.57,3,43,1,0,0,0,0
3919,26,32,27,90442,2,1.54,3,209,1,0,0,1,0
3920,45,29,149,93632,3,9.58,3,249,0,1,0,1,1
3921,24,11,164,24425,3,5.47,3,83,0,0,0,1,1
3922,44,14,71,61481,2,9.18,3,138,0,0,1,0,0
3923,59,17,64,87347,4,0.71,3,230,0,0,0,0,0
3924,30,27,56,93114,4,6.56,2,11,0,0,1,0,0
3925,29,22,189,82317,1,3.42,2,272,1,0,1,1,0
3926,36,13,63,96826,2,4.6,3,89,1,0,0,0,0
3927,25,29,136,60530,2,8.79,1,24,0,0,1,0,1
3928,38,32,57,91099,3,9.81,1,25,1,0,1,1,0
3929,41,14,118,35888,2,2.84,3,152,0,1,1,0,1
3930,40,6,143,37491,1,9.51,2,59,1,0,1,1,1
3931,38,14,25,42352,2,7.04,2,59,1,1,0,1,1
3932,30,37,87,31676,3,9.54,1,282,1,0,1,1,0
3933,55,10,198,75836,1,5.84,3,170,0,1,1,0,1
3934,34,28,120,47463,3,9.63,2,75,1,1,0,0,1
3935,33,30,182,58990,2,8.98,3,275,0,1,0,0,1
3936,27,24,153,96544,4,1.72,3,207,1,0,0,1,0
3937,49,23,32,73627,2,3.45,1,154,0,1,1,0,0
3938,34,18,49,30221,2,2.81,3,179,0,1,0,1,0
3939,39,1,119,95837,3,5.93,3,81,0,0,1,1,1
3940,28,21,21,82843,4,8.13,1,9,1,0,0,0,0
3941,55,19,77,61313,2,7.71,2,242,1,1,1,0,1
3942,27,32,55,39251,1,7.4,3,177,1,0,0,1,0
3943,50,7,91,56586,1,4.07,1,285,1,0,0,1,0
3944,36,24,192,84418,3,1.83,2,256,0,0,1,0,0
3945,27,8,156,63884,3,2.5,3,3,1,1,0,0,1
3946,55,33,145,62620,4,7.55,2,214,0,1,0,1,1
3947,63,22,96,20040,3,1.9,1,29,0,0,1,1,0
3948,41,4,69,81677,4,2.62,3,64,1,1,0,0,0
3949,44,24,51,55878,2,4.53,1,123,0,0,0,1,0
3950,27,7,117,15969,1,1.19,1,284,1,0,1,0,0
3951,24,15,62,23162,1,2.52,3,152,1,0,1,0,0
3952,52,14,144,75435,1,1.92,1,39,1,0,0,1,0
3953,61,0,114,84667,3,9.54,2,25,0,0,0,1,1
3954,26,21,97,15037,3,2.32,1,272,1,1,1,0,0
3955,55,2,73,70526,2,8.69,3,158,0,0,1,1,0
3956,35,37,66,97914,3,1.59,3,188,1,1,0,0,0
3957,42,13,33,24693,4,8.76,2,263,1,0,1,1,0
3958,29,35,195,69090,1,6.19,3,68,1,0,0,1,1
3959,37,17,74,12451,2,8.57,1,0,0,1,0,1,1
3960,45,17,176,75560,4,8.74,1,78,0,1,1,1,1
3961,36,2,194,15962,4,6.17,3,227,0,1,1,0,1
3962,45,9,82,99552,3,9.22,2,45,1,1,1,0,1
3963,41,38,38,26444,3,6.06,2,107,1,0,1,0,0
3964,51,0,110,50443,1,7.27,3,123,0,0,0,1,1
3965,42,26,156,26506,2,4.45,1,147,1,1,1,0,1
3966,51,26,120,48384,4,9.18,3,251,1,1,0,1,1
3967,46,10,56,34248,3,8.33,3,1,1,1,0,1,1
3968,40,4,126,56162,3,2.08,2,221,1,1,0,0,1
3969,32,6,111,52690,2,5.98,1,188,0,1,0,0,1
3970,63,18,71,79625,2,9.02,2,70,0,1,0,1,1
3971,30,28,47,78008,3,8.03,2,96,0,1,1,1,1
3972,48,14,55,70309,3,9.64,1,231,0,1,1,1,1
3973,51,34,135,53237,1,2.7,1,29,1,0,0,1,0
3974,32,36,83,45732,2,3.99,1,29,0,0,1,1,0
3975,39,11,37,18104,4,5.32,3,214,0,1,1,1,1
3976,24,29,108,93230,3,2.71,1,172,1,0,0,0,0
3977,28,19,182,44980,3,4.24,3,279,0,1,0,0,1
3978,27,36,97,84990,3,5.61,2,210,1,0,1,1,0
3979,50,2,186,49560,3,2.32,1,124,1,1,0,0,1
3980,63,8,109,19554,1,2.94,3,79,0,0,1,0,0
3981,27,38,27,55987,2,1.69,3,183,0,1,1,0,0
3982,40,25,34,40985,3,7.28,3,14,0,0,0,0,0
3983,48,1,26,58167,2,3.93,3,10,1,0,1,0,0
3984,42,22,36,50428,4,2.59,2,88,1,1,1,0,0
3985,63,22,105,77238,4,5.32,1,2,0,0,0,0,1
3986,49,20,137,72723,4,1.15,1,23,1,0,0,0,0
3987,34,15,83,27038,4,9.27,1,88,0,0,1,1,0
3988,29,8,31,32219,2,3.3,1,8,1,0,0,0,0
3989,25,12,75,14271,4,8.92,1,45,0,1,1,1,1
3990,32,27,193,37397,4,5.23,1,93,1,1,0,0,1
3991,56,26,194,84491,3,8.58,3,70,1,1,0,1,1
3992,47,16,120,39602,3,2.85,1,187,0,0,1,1,0
3993,57,37,35,64471,3,2.17,3,138,1,1,1,0,0
3994,38,35,21,72150,1,8.57,2,9,0,0,1,1,0
3995,24,0,147,54227,3,2.52,3,2,1,0,0,0,0
3996,46,17,111,33116,4,7.59,2,18,0,0,1,0,1
3997,32,8,124,16674,2,3.77,1,129,0,1,0,0,1
3998,60,12,174,27469,4,7.61,2,220,0,1,0,0,1
3999,44,39,50,15446,2,9.12,2,129,1,0,1,1,0
4000,48,14,188,30760,4,9.83,3,112,0,0,1,0,1
4001,61,3,183,11963,1,3.92,3,137,1,1,0,1,1
4002,49,32,66,86002,3,3.99,2,42,0,0,1,1,0
4003,51,23,62,37262,4,9.82,2,217,1,0,0,0,0
4004,60,35,84,15177,3,8.68,1,57,0,1,0,1,1
4005,42,9,69,21160,1,0.93,3,112,1,1,0,1,0
4006,49,35,20,17543,1,5.95,2,187,1,0,1,1,0
4007,63,19,163,92162,3,2.22,3,121,1,1,0,0,1
4008,42,10,141,49278,3,9.94,1,84,0,0,0,1,1
4009,41,11,47,39607,2,1.82,1,105,0,0,1,0,0
4010,42,17,105,95835,3,5.81,2,98,1,1,1,0,1
4011,57,29,101,27221,3,6.82,1,8,1,0,1,0,1
4012,24,36,41,13323,2,9.4,2,5,1,1,0,0,1
4013,52,19,60,62105,4,8.55,3,107,0,1,1,1,1
4014,56,24,95,86151,2,2.83,3,151,0,1,0,1,0
4015,44,11,166,76968,4,5.94,2,236,1,0,0,1,1
4016,25,20,108,33238,4,9.56,2,26,0,1,0,0,1
4017,28,24,197,73830,4,7.49,2,118,0,0,1,0,1
4018,37,10,78,83967,2,7.04,3,210,0,0,0,0,0
4019,49,8,88,18330,2,7.67,3,99,0,1,0,1,1
4020,32,24,181,54153,1,3.56,1,2,0,0,1,0,0
4021,31,34,186,18611,4,7.43,1,293,1,1,0,1,1
4022,55,31,142,23872,2,2.71,3,16,1,1,1,1,1
4023,54,13,93,59455,1,4.57,3,105,0,1,1,0,0
4024,28,0,26,44930,4,8.95,2,229,1,0,1,0,0
4025,63,16,120,82022,2,0.68,3,176,0,1,1,1,1
4026,58,24,130,72714,2,4.44,3,83,1,1,0,1,1
4027,24,7,199,98794,2,3.03,1,262,0,1,0,0,1
4028,51,4,71,58716,3,2.39,1,195,0,0,0,0,0
4029,26,4,43,76704,1,8.47,2,248,0,0,0,0,0
4030,23,34,45,10415,2,7.12,1,148,1,1,1,0,1
4031,41,18,144,86441,3,1.57,2,205,1,1,0,1,1
4032,48,22,109,80779,1,5.2,3,80,1,1,1,0,1
4033,47,8,141,92069,1,4.94,3,188,0,0,0,1,0
4034,32,29,29,98444,3,1.85,2,205,0,0,0,0,0
4035,37,15,36,81435,1,8.1,1,268,1,0,1,0,0
4036,44,32,21,19888,3,3.98,1,289,1,1,0,1,0
4037,43,1,131,55299,4,7.74,3,299,0,0,0,0,1
4038,44,13,46,68765,2,2.32,1,254,0,1,1,1,0
4039,58,0,90,72714,3,3.49,2,7,0,0,0,0,0
4040,56,25,195,25935,1,1.4,3,113,1,1,0,1,1
4041,52,24,137,83002,1,1.86,1,4,0,0,0,1,0
4042,47,15,28,90631,4,8.89,3,72,0,0,1,1,0
4043,50,14,105,86729,4,1.54,3,120,0,0,1,0,0
4044,23,25,42,11320,4,1.41,1,233,0,0,0,1,0
4045,26,15,92,56032,4,9.43,2,65,1,1,0,1,1
4046,29,13,46,87763,4,6.64,1,229,0,1,0,0,1
4047,31,28,112,27907,2,1.46,1,30,1,1,1,1,1
4048,58,23,100,48002,3,9.73,1,296,0,0,0,1,0
4049,41,14,103,54838,4,1.9,1,50,1,1,1,0,1
4050,23,18,62,48912,4,7.78,1,146,1,0,1,0,0
4051,32,7,26,10552,2,0.83,1,94,1,0,0,0,0
4052,58,33,111,30140,3,6.43,2,37,1,0,1,1,1
4053,31,1,102,95591,4,5.69,3,197,0,1,1,1,1
4054,64,26,103,58737,3,2.48,2,240,1,0,1,1,0
4055,54,9,63,43367,3,6.61,1,172,1,0,1,0,0
4056,54,34,186,90634,2,6.36,2,255,0,0,1,0,1
4057,28,22,59,34061,2,8.08,3,40,1,0,0,1,0
4058,60,7,154,90336,4,8.82,2,128,1,1,1,1,1
4059,39,27,44,52124,1,5.35,1,53,0,1,1,0,1
4060,32,22,78,55638,2,5.16,3,85,1,1,1,1,1
4061,49,3,160,11982,3,6.41,1,211,0,1,1,1,1
4062,57,13,122,45765,3,7.43,1,268,1,1,1,0,1
4063,43,28,105,92606,4,3.88,3,295,1,0,0,1,0
4064,47,0,131,64681,4,5.29,3,20,1,1,0,0,1
4065,50,3,105,73232,4,6.06,1,214,0,1,1,1,1
4066,37,31,117,72349,3,9.89,2,188,1,1,0,1,1
4067,26,32,81,73474,2,6.08,3,160,0,1,1,1,1
4068,51,25,27,39513,1,2.63,2,200,1,1,0,1,0
4069,31,16,132,32592,2,6.09,2,28,1,0,0,0,1
4070,49,38,192,33618,1,8.29,3,243,1,1,1,0,1
4071,48,22,165,61632,2,8.65,2,182,1,0,1,1,1
4072,41,31,79,25409,4,8.1,3,31,0,1,1,1,1
4073,50,14,79,19529,3,8.94,3,266,0,0,1,1,0
4074,39,12,125,34154,1,3.68,3,35,0,0,0,0,0
4075,63,1,21,42882,2,5.32,3,92,1,1,1,1,1
4076,64,18,110,54917,3,7.91,2,158,0,1,0,0,1
4077,42,23,33,92488,1,3.01,2,179,0,1,1,0,0
4078,62,23,67,25701,1,4.03,3,217,1,0,1,1,0
4079,61,10,122,85281,3,8.4,3,226,0,0,0,0,1
4080,45,21,75,99871,4,7.82,3,211,1,1,1,0,1
4081,54,14,31,78225,3,9.73,3,162,1,0,1,0,0
4082,55,9,74,62492,4,9.96,1,157,0,1,0,0,1
4083,27,26,175,12988,2,2.79,2,109,0,0,0,0,0
4084,56,8,129,45919,2,9.05,2,54,1,1,1,0,1
4085,62,27,23,58426,3,1.4,3,213,1,0,0,0,0
4086,33,0,55,62167,4,7.24,1,14,1,1,1,0,1
4087,25,16,197,19013,2,2.59,1,152,1,0,0,0,0
4088,55,30,150,49113,4,3.35,1,19,0,0,1,0,0
4089,33,9,20,13574,4,9.49,3,51,1,1,0,0,1
4090,38,36,36,17838,4,3.0,1,83,0,0,0,1,0
4091,40,28,81,41368,3,6.9,3,223,1,0,0,0,0
4092,52,17,67,42228,4,2.19,1,128,0,1,1,1,0
4093,32,37,81,59711,3,1.39,3,15,1,1,1,1,0
4094,40,38,88,56097,2,3.72,3,273,1,1,1,1,0
4095,60,5,166,65773,2,6.43,2,76,0,0,0,1,1
4096,41,39,122,38639,1,2.86,3,299,1,0,0,0,0
4097,58,11,129,24823,1,3.35,1,91,0,1,0,0,1
4098,35,13,181,33510,2,7.23,2,269,1,0,0,0,1
4099,25,9,196,48333,4,1.48,1,51,1,0,1,1,0
4100,32,19,194,14435,4,4.75,3,120,1,0,0,0,0
4101,60,14,110,48418,2,9.45,2,49,0,1,0,1,1
4102,23,30,133,67955,2,4.27,3,272,1,1,1,1,1
4103,49,6,197,69507,1,4.62,3,119,0,1,1,1,1
4104,30,9,108,61033,4,7.51,1,94,1,1,0,1,1
4105,64,9,173,96089,2,7.9,1,148,0,0,0,0,1
4106,39,38,75,82972,1,7.81,1,288,0,1,0,1,1
4107,31,27,97,57219,1,9.98,2,256,1,1,1,0,1
4108,28,29,33,44477,4,1.18,1,183,1,0,0,0,0
4109,47,36,44,99780,1,9.83,3,259,1,1,0,1,1
4110,61,2,151,52721,1,9.53,2,149,1,0,0,0,1
4111,50,14,51,77228,3,8.6,1,204,0,0,1,1,0
4112,55,20,101,25523,2,4.81,1,171,0,0,0,1,0
4113,59,36,97,42326,4,8.77,1,221,1,0,1,0,0
4114,31,11,125,52205,2,2.6,3,167,0,0,1,0,0
4115,40,3,39,10125,3,8.02,1,243,1,1,1,0,1
4116,43,8,93,76735,4,2.26,3,217,1,0,1,0,0
4117,24,38,29,26375,2,8.25,2,55,1,1,1,0,1
4118,60,27,142,12711,1,6.34,1,62,1,1,0,1,1
4119,62,22,53,42437,4,1.43,3,102,1,0,0,0,0
4120,58,39,174,38022,3,9.01,1,166,0,0,1,0,1
4121,59,21,59,19182,1,5.99,1,6,1,1,1,1,1
4122,37,23,146,98148,3,6.73,2,141,0,0,0,1,1
4123,50,25,52,81531,1,3.19,2,124,1,1,1,1,0
4124,40,29,90,50950,2,8.78,3,89,1,0,0,0,0
4125,56,32,156,22920,2,5.68,3,215,1,0,0,1,1
4126,44,15,163,32144,2,4.5,3,122,1,0,1,1,0
4127,33,21,152,94418,3,5.58,2,185,0,1,0,1,1
4128,35,17,117,12565,4,7.18,3,152,0,0,0,0,1
4129,26,6,143,98909,2,7.1,2,248,1,0,0,0,1
